fleet.catchability.fsh3.0,0.191974432305975,log
fleet.catchability.fsh3.1,0.751602500184045,log
fleet.catchability.fsh3.2,0.087116095500124,log
fleet.catchability.fsh3.3,0.0590659820131981,log
species.catchability.fsh0.sp0,0.376964394003049,log
species.catchability.fsh0.sp1,0.254382126762389,log
species.catchability.fsh0.sp2,0.453558581817869,log
species.catchability.fsh0.sp3,0.796217418674412,log
species.catchability.fsh0.sp5,0.203201955083412,log
species.catchability.fsh0.sp7,0.186795735371595,log
species.catchability.fsh0.sp8,0.382230914191764,log
species.catchability.fsh0.sp9,0.104440304894241,log
species.catchability.fsh0.sp10,0.930606281936138,log
species.catchability.fsh0.sp13,0.553808673634406,log
species.catchability.fsh0.sp14,0.328019503457396,log
species.catchability.fsh0.sp15,0.078361992384298,log
species.catchability.fsh1.sp9,0.121682808952891,log
species.catchability.fsh1.sp10,0.364737062827105,log
species.catchability.fsh1.sp11,1.099554164426,log
species.catchability.fsh1.sp12,0.348381635676469,log
species.catchability.fsh2.sp0,0.376964394003049,log
species.catchability.fsh2.sp5,0.203201955083412,log
species.catchability.fsh2.sp7,0.186795735371595,log
species.catchability.fsh2.sp8,0.382230914191764,log
species.catchability.fsh3.sp0,0.163852973287972,log
species.catchability.fsh3.sp1,0.121392316770092,log
species.catchability.fsh3.sp2,0.231942564873677,log
species.catchability.fsh3.sp3,0.49657694855517,log
species.catchability.fsh3.sp5,0.130182873094618,log
species.catchability.fsh3.sp7,0.238497362274314,log
species.catchability.fsh3.sp8,0.216758354896427,log
species.catchability.fsh3.sp9,0.116087623585866,log
species.catchability.fsh3.sp10,0.593512080599534,log
species.catchability.fsh3.sp11,0.856127296490537,log
species.catchability.fsh3.sp12,0.530858859495559,log
species.catchability.fsh3.sp13,0.227502499562811,log
species.catchability.fsh3.sp14,0.108915681261486,log
species.catchability.fsh3.sp15,0.5,log
