mortality.additional.rate.sp0,0.00649870412813207,log
mortality.additional.rate.sp1,0.000204422223717819,log
mortality.additional.rate.sp2,0.222801132713578,log
mortality.additional.rate.sp3,0.103170890246861,log
mortality.additional.rate.sp4,0.0563385573201532,log
mortality.additional.rate.sp5,0.101462074249805,log
mortality.additional.rate.sp6,0.00181306372228917,log
mortality.additional.rate.sp7,0.142496462609756,log
mortality.additional.rate.sp8,0.00320528741215309,log
mortality.additional.rate.sp9,0.0042869237247944,log
mortality.additional.rate.sp10,0.000329672128161095,log
mortality.additional.rate.sp11,0.00608698541139153,log
mortality.additional.rate.sp12,0.0204200494166209,log
mortality.additional.rate.sp13,0.000560235310359218,log
mortality.additional.rate.sp14,0.13309535991984,log
mortality.additional.rate.sp15,0.00777997406955395,log
